Age,Column (decade year) 2,Country,Country (max female),Country Code,Country highlight,Country: OECD Avg ,Country: other than OECD Avg,Decades only : T|F,Effective labour market exit age (bins),Every 5 years T|F,Gender,Gender filter,Measure1,OECD Average highlight,OECD Average highlight (female),OECD Average highlight (male),OECD Member: T|F,Ref Area,Reference area,Region (group),Row (decade year) 2,Sex,UPPER Country,UPPER(Gender),Year,Year (2 figures),Year (each 5 years),Year Int,Age | Years,Country name value,Effective labour market exit age,Effective labour market exit age (female),Effective labour market exit age (male),Effective labour market exit age (tooltip),Exit age - Female outliers max,Obs Value
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1988,'88,,1988,58.0,,58.0,,58.0,58.0,,58.0
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1989,'89,,1989,58.0,,58.0,,58.0,58.0,,58.0
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1990,'90,,1990,57.8,,57.8,,57.8,57.8,,57.8
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1991,'91,,1991,58.1,,58.1,,58.1,58.1,,58.1
Not applicable,3,Belgium,Belgium,BEL,False,,Belgium,True,57,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,1,Male,BELGIUM,MALE,01-01-1992,'92,1992,1992,57.4,,57.4,,57.4,57.4,,57.4
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1993,'93,,1993,57.3,,57.3,,57.3,57.3,,57.3
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1994,'94,,1994,57.4,,57.4,,57.4,57.4,,57.4
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1995,'95,,1995,57.7,,57.7,,57.7,57.7,,57.7
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1996,'96,,1996,57.4,,57.4,,57.4,57.4,,57.4
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1997,'97,1997,1997,57.8,,57.8,,57.8,57.8,,57.8
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1998,'98,,1998,57.9,,57.9,,57.9,57.9,,57.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-1999,'99,,1999,57.5,,57.5,,57.5,57.5,,57.5
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2000,'00,,2000,57.9,,57.9,,57.9,57.9,,57.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2001,'01,,2001,57.6,,57.6,,57.6,57.6,,57.6
Not applicable,1,Belgium,Belgium,BEL,False,,Belgium,True,57,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2002,'02,2002,2002,57.6,,57.6,,57.6,57.6,,57.6
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,57,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2003,'03,,2003,57.3,,57.3,,57.3,57.3,,57.3
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2004,'04,,2004,58.1,,58.1,,58.1,58.1,,58.1
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2005,'05,,2005,58.1,,58.1,,58.1,58.1,,58.1
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2006,'06,,2006,58.4,,58.4,,58.4,58.4,,58.4
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2007,'07,2007,2007,58.9,76,58.9,,58.9,58.9,,58.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2008,'08,,2008,59.1,,59.1,,59.1,59.1,,59.1
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2009,'09,,2009,58.5,,58.5,,58.5,58.5,,58.5
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2010,'10,,2010,59.6,,59.6,,59.6,59.6,,59.6
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,58,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2011,'11,,2011,58.8,,58.8,,58.8,58.8,,58.8
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,True,58,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2012,'12,2012,2012,58.8,,58.8,,58.8,58.8,,58.8
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2013,'13,,2013,59.0,,59.0,,59.0,59.0,,59.0
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2014,'14,,2014,59.2,,59.2,,59.2,59.2,,59.2
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,59,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2015,'15,,2015,59.2,,59.2,,59.2,59.2,,59.2
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2016,'16,,2016,60.2,,60.2,,60.2,60.2,,60.2
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2017,'17,2017,2017,60.4,,60.4,,60.4,60.4,,60.4
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2018,'18,,2018,60.4,,60.4,,60.4,60.4,,60.4
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2019,'19,,2019,60.1,,60.1,,60.1,60.1,,60.1
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2020,'20,,2020,60.9,,60.9,,60.9,60.9,,60.9
Not applicable,2,Belgium,Belgium,BEL,False,,Belgium,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2021,'21,,2021,60.7,,60.7,,60.7,60.7,,60.7
Not applicable,3,Belgium,Belgium,BEL,False,,Belgium,True,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,BEL,Belgium,Europe & Middle East,2,Male,BELGIUM,MALE,01-01-2022,'22,2022,2022,61.1,,61.1,,61.1,61.1,,61.1
Not applicable,1,Canada,Canada,CAN,False,,Canada,True,64,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,1,Male,CANADA,MALE,01-01-1972,'72,1972,1972,64.1,,64.1,,64.1,64.1,,64.1
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1973,'73,,1973,64.0,,64.0,,64.0,64.0,,64.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1974,'74,,1974,64.0,,64.0,,64.0,64.0,,64.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1975,'75,,1975,63.9,,63.9,,63.9,63.9,,63.9
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1976,'76,,1976,63.8,,63.8,,63.8,63.8,,63.8
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1977,'77,1977,1977,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1978,'78,,1978,63.7,,63.7,,63.7,63.7,,63.7
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1979,'79,,1979,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1980,'80,,1980,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1981,'81,,1981,63.6,,63.6,,63.6,63.6,,63.6
Not applicable,2,Canada,Canada,CAN,False,,Canada,True,63,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,1,Male,CANADA,MALE,01-01-1982,'82,1982,1982,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1983,'83,,1983,63.0,,63.0,,63.0,63.0,,63.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1984,'84,,1984,62.5,,62.5,,62.5,62.5,,62.5
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1985,'85,,1985,62.3,,62.3,,62.3,62.3,,62.3
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1986,'86,,1986,62.2,,62.2,,62.2,62.2,,62.2
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1987,'87,1987,1987,62.7,,62.7,,62.7,62.7,,62.7
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1988,'88,,1988,62.2,,62.2,,62.2,62.2,,62.2
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1989,'89,,1989,62.5,,62.5,,62.5,62.5,,62.5
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1990,'90,,1990,61.9,,61.9,,61.9,61.9,,61.9
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1991,'91,,1991,61.5,,61.5,,61.5,61.5,,61.5
Not applicable,3,Canada,Canada,CAN,False,,Canada,True,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,1,Male,CANADA,MALE,01-01-1992,'92,1992,1992,61.0,,61.0,,61.0,61.0,,61.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1993,'93,,1993,60.9,,60.9,,60.9,60.9,,60.9
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1994,'94,,1994,60.8,,60.8,,60.8,60.8,,60.8
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1995,'95,,1995,61.1,,61.1,,61.1,61.1,,61.1
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1996,'96,,1996,61.0,,61.0,,61.0,61.0,,61.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1997,'97,1997,1997,61.1,,61.1,,61.1,61.1,,61.1
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,60,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1998,'98,,1998,60.8,,60.8,,60.8,60.8,,60.8
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-1999,'99,,1999,61.3,,61.3,,61.3,61.3,,61.3
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2000,'00,,2000,61.3,,61.3,,61.3,61.3,,61.3
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2001,'01,,2001,61.5,,61.5,,61.5,61.5,,61.5
Not applicable,1,Canada,Canada,CAN,False,,Canada,True,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2002,'02,2002,2002,61.7,,61.7,,61.7,61.7,,61.7
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2003,'03,,2003,62.2,,62.2,,62.2,62.2,,62.2
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2004,'04,,2004,61.9,,61.9,,61.9,61.9,,61.9
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2005,'05,,2005,61.9,,61.9,,61.9,61.9,,61.9
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2006,'06,,2006,61.7,,61.7,,61.7,61.7,,61.7
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2007,'07,2007,2007,61.7,76,61.7,,61.7,61.7,,61.7
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2008,'08,,2008,62.1,,62.1,,62.1,62.1,,62.1
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2009,'09,,2009,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,61,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2010,'10,,2010,61.8,,61.8,,61.8,61.8,,61.8
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2011,'11,,2011,62.2,,62.2,,62.2,62.2,,62.2
Not applicable,2,Canada,Canada,CAN,False,,Canada,True,62,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2012,'12,2012,2012,62.2,,62.2,,62.2,62.2,,62.2
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2013,'13,,2013,62.0,,62.0,,62.0,62.0,,62.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,62,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2014,'14,,2014,62.7,,62.7,,62.7,62.7,,62.7
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2015,'15,,2015,63.4,,63.4,,63.4,63.4,,63.4
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,64,False,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2016,'16,,2016,64.0,,64.0,,64.0,64.0,,64.0
Not applicable,2,Canada,Canada,CAN,False,,Canada,False,63,True,Male,False,Effective labour market exit age,False,False,False,OECD member,CAN,Canada,N. America,2,Male,CANADA,MALE,01-01-2017,'17,2017,2017,63.9,,63.9,,63.9,63.9,,63.9
