Age,Country,Country (group),Country Code,Gender,Measure1,OECD Member: T|F,Ref Area,Reference area,Sex,UPPER(Gender),Year,Year Int,Age | Years,Effective labour market exit age,Obs Value
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-1999,1999,24.8,,24.8
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2000,2000,24.5,,24.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2001,2001,25.7,,25.7
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2002,2002,25.1,,25.1
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2003,2003,25.1,,25.1
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2004,2004,25.5,,25.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2005,2005,23.8,,23.8
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2006,2006,23.5,,23.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2007,2007,24.0,,24.0
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2008,2008,24.1,,24.1
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2009,2009,27.2,,27.2
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2010,2010,26.9,,26.9
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2011,2011,26.7,,26.7
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2012,2012,25.8,,25.8
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2013,2013,26.0,,26.0
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2014,2014,26.1,,26.1
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2015,2015,27.1,,27.1
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2016,2016,26.5,,26.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2017,2017,25.5,,25.5
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2018,2018,26.0,,26.0
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2019,2019,27.4,,27.4
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2020,2020,25.4,,25.4
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2021,2021,26.7,,26.7
Not applicable,Luxembourg,Europe,LUX,Female,Expected years after labour market exit,OECD member,LUX,Luxembourg,Female,FEMALE,01-01-2022,2022,27.8,,27.8
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-1994,1994,20.7,,20.7
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-1995,1995,20.5,,20.5
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-1996,1996,21.7,,21.7
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-1997,1997,22.5,,22.5
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-1998,1998,22.3,,22.3
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-1999,1999,22.6,,22.6
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2000,2000,22.1,,22.1
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2001,2001,22.5,,22.5
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2002,2002,21.1,,21.1
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2003,2003,21.6,,21.6
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2004,2004,21.4,,21.4
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2005,2005,22.8,,22.8
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2006,2006,22.3,,22.3
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2007,2007,20.3,,20.3
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2008,2008,20.7,,20.7
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2009,2009,20.0,,20.0
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2010,2010,19.6,,19.6
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2011,2011,19.5,,19.5
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2012,2012,19.3,,19.3
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2013,2013,20.3,,20.3
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2014,2014,21.4,,21.4
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2015,2015,22.6,,22.6
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2016,2016,22.5,,22.5
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2017,2017,21.9,,21.9
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2018,2018,19.8,,19.8
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2019,2019,20.4,,20.4
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2020,2020,18.8,,18.8
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2021,2021,18.9,,18.9
Not applicable,Latvia,Europe,LVA,Female,Expected years after labour market exit,OECD member,LVA,Latvia,Female,FEMALE,01-01-2022,2022,20.5,,20.5
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1970,1970,7.9,,7.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1971,1971,8.0,,8.0
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1972,1972,8.2,,8.2
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1973,1973,8.4,,8.4
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1974,1974,8.7,,8.7
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1975,1975,8.9,,8.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1976,1976,9.2,,9.2
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1977,1977,9.6,,9.6
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1978,1978,9.9,,9.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1979,1979,10.2,,10.2
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1980,1980,10.6,,10.6
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1981,1981,10.8,,10.8
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1982,1982,11.1,,11.1
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1983,1983,11.4,,11.4
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1984,1984,11.6,,11.6
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1985,1985,12.0,,12.0
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1986,1986,12.6,,12.6
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1987,1987,13.3,,13.3
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1988,1988,13.9,,13.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1989,1989,14.5,,14.5
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1990,1990,15.7,,15.7
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1991,1991,15.7,,15.7
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1992,1992,16.5,,16.5
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1993,1993,15.8,,15.8
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1994,1994,15.8,,15.8
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1995,1995,16.2,,16.2
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1996,1996,15.6,,15.6
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1997,1997,14.8,,14.8
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1998,1998,17.9,,17.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-1999,1999,16.7,,16.7
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2000,2000,18.3,,18.3
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2001,2001,19.7,,19.7
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2002,2002,20.1,,20.1
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2003,2003,19.4,,19.4
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2004,2004,15.9,,15.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2005,2005,15.5,,15.5
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2006,2006,13.9,,13.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2007,2007,14.1,,14.1
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2008,2008,15.4,,15.4
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2009,2009,17.3,,17.3
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2010,2010,17.8,,17.8
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2011,2011,18.3,,18.3
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2012,2012,18.9,,18.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2013,2013,18.7,,18.7
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2014,2014,20.0,,20.0
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2015,2015,18.8,,18.8
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2016,2016,19.2,,19.2
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2017,2017,19.9,,19.9
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2018,2018,19.6,,19.6
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2019,2019,18.3,,18.3
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2020,2020,18.0,,18.0
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2021,2021,17.4,,17.4
Not applicable,Mexico,Other,MEX,Female,Expected years after labour market exit,OECD member,MEX,Mexico,Female,FEMALE,01-01-2022,2022,18.1,,18.1
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1970,1970,16.4,,16.4
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1971,1971,16.8,,16.8
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1972,1972,16.9,,16.9
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1973,1973,17.1,,17.1
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1974,1974,17.5,,17.5
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1975,1975,18.8,,18.8
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1976,1976,18.6,,18.6
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1977,1977,19.1,,19.1
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1978,1978,19.4,,19.4
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1979,1979,19.4,,19.4
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1980,1980,20.0,,20.0
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1981,1981,21.1,,21.1
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1982,1982,21.4,,21.4
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1983,1983,21.2,,21.2
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1984,1984,21.6,,21.6
Not applicable,Netherlands,Europe,NLD,Female,Expected years after labour market exit,OECD member,NLD,Netherlands,Female,FEMALE,01-01-1985,1985,22.2,,22.2
